attendance,study_hours,previous_marks,assignment_score,internal_marks,previous_gpa,participation,backlogs,composite_score,performance
77.5,4.7,85.3,81.7,67.4,9.86,7,0,78.0,Good
57.3,5.1,50.8,77.0,65.5,6.14,3,2,54.8,Average
67.6,5.7,57.2,82.0,65.5,9.62,4,0,68.4,Good
80.5,5.5,83.3,72.2,60.1,6.33,6,0,71.0,Good
53.7,5.2,25.0,73.5,64.5,5.91,10,0,55.6,Average
82.2,3.3,65.6,87.6,83.6,7.51,5,1,67.5,Good
75.7,2.9,45.1,100.0,39.4,8.1,6,3,45.5,Poor
83.7,4.3,60.4,53.0,98.4,8.38,5,2,57.7,Average
79.1,5.3,63.2,72.4,77.7,5.75,5,3,49.7,Poor
95.1,3.4,62.3,56.3,69.3,7.71,7,1,67.5,Good
77.8,5.5,59.2,97.9,84.5,6.14,9,2,68.4,Good
70.0,6.1,50.4,65.2,46.8,5.02,7,1,57.3,Average
77.7,2.3,99.0,52.4,59.4,5.8,5,0,69.6,Good
83.6,2.5,97.9,83.6,68.1,6.05,10,0,70.0,Good
76.7,3.6,49.4,100.0,91.8,7.83,7,2,56.7,Average
76.6,4.3,93.3,84.0,69.3,8.71,5,0,77.1,Good
66.2,3.0,61.6,77.1,77.2,5.04,9,0,64.2,Average
66.7,6.0,70.1,80.1,60.6,7.59,6,2,55.4,Average
56.4,4.5,67.0,95.2,77.8,5.45,10,0,69.9,Good
100.0,3.9,57.4,60.9,96.8,7.98,5,3,59.0,Average
58.6,1.5,83.7,72.3,85.9,6.23,9,1,58.6,Average
66.3,1.7,70.0,67.2,68.7,5.63,7,0,58.4,Average
65.9,4.2,60.4,56.5,80.8,8.22,9,1,52.8,Average
88.5,0.5,47.1,69.1,79.2,6.28,10,2,50.3,Average
71.9,5.4,53.7,90.6,78.1,6.66,4,0,66.0,Good
93.5,3.5,41.7,82.5,87.8,3.99,9,2,60.8,Average
66.6,8.5,68.2,83.7,87.7,8.43,4,1,73.9,Good
79.9,7.5,48.9,76.2,68.0,8.25,4,0,72.8,Good
64.3,3.5,63.8,81.8,80.3,7.11,5,0,56.5,Average
100.0,3.6,89.9,62.0,63.9,4.96,8,0,69.7,Good
59.4,5.4,87.2,69.4,55.2,8.79,7,0,71.6,Good
80.3,6.5,67.5,76.9,65.7,6.17,6,0,70.7,Good
84.9,1.2,66.6,78.2,68.8,6.47,7,1,62.8,Average
81.8,0.9,98.1,78.8,43.4,10.0,8,0,62.5,Average
73.4,2.8,76.3,71.9,83.8,6.11,8,2,62.9,Average
74.2,4.7,62.8,68.3,25.7,8.14,9,0,59.1,Average
76.6,4.6,45.2,100.0,100.0,7.89,10,1,67.7,Good
73.9,5.5,74.3,87.6,94.0,7.65,6,1,76.8,Good
89.5,1.9,81.3,80.2,65.8,7.49,5,1,69.2,Good
100.0,0.5,57.9,70.5,70.2,7.63,8,1,63.7,Average
68.2,5.2,72.7,67.2,74.8,7.48,4,0,75.5,Good
56.8,2.5,62.2,72.0,60.6,7.03,5,2,53.6,Average
74.8,0.6,65.1,78.4,73.1,9.22,8,0,60.9,Average
100.0,4.0,28.2,45.8,67.7,5.26,6,0,58.1,Average
64.7,5.1,64.5,50.5,68.5,8.53,4,1,57.9,Average
98.9,3.6,83.5,64.4,72.9,8.25,4,1,76.9,Good
99.5,3.1,57.9,77.1,49.0,8.08,7,0,70.2,Good
68.2,3.5,68.8,70.4,70.6,8.66,9,1,62.4,Average
84.0,3.2,55.9,96.2,72.6,6.97,9,1,68.5,Good
98.8,1.6,73.8,51.8,72.1,4.48,7,2,51.9,Average
70.7,2.7,64.5,62.7,66.5,7.0,10,0,63.3,Average
73.1,4.6,53.0,96.8,88.2,5.71,6,0,66.3,Good
67.9,4.3,89.3,76.0,64.3,6.08,6,0,63.6,Average
61.8,4.1,82.9,87.3,73.6,5.36,1,0,69.7,Good
66.9,2.2,58.3,100.0,90.8,6.43,6,1,65.6,Good
58.9,3.5,76.0,63.6,68.7,6.26,8,1,60.8,Average
76.5,0.5,76.6,72.5,73.4,3.77,10,1,57.4,Average
65.2,4.1,78.3,69.9,68.5,8.08,5,1,58.8,Average
79.3,6.1,40.9,44.7,89.8,10.0,7,3,51.7,Average
54.2,1.4,84.1,69.3,65.9,7.95,9,0,58.8,Average
80.6,2.9,58.9,87.2,90.5,6.82,7,3,56.7,Average
87.7,4.3,62.3,82.1,68.3,7.02,2,0,71.9,Good
48.1,5.8,99.0,83.3,56.2,6.51,7,1,70.7,Good
81.2,3.1,72.8,68.4,80.9,7.23,8,1,59.8,Average
93.2,2.7,61.8,64.2,65.1,7.05,5,1,57.9,Average
59.1,0.6,32.7,93.0,79.9,5.92,6,1,46.6,Poor
99.4,4.0,90.2,66.5,26.3,9.46,4,0,61.1,Average
81.9,7.1,46.5,78.4,70.1,5.02,1,2,60.6,Average
66.1,4.2,51.9,76.5,62.6,8.11,9,2,54.5,Average
75.2,3.8,62.7,95.9,53.0,6.96,6,1,61.5,Average
83.8,4.3,90.7,88.6,61.1,9.76,10,0,83.5,Excellent
77.1,3.8,80.4,54.6,60.8,7.58,8,0,67.2,Good
83.5,2.5,65.5,56.2,69.2,6.6,6,2,52.9,Average
63.1,5.1,72.9,82.7,48.1,6.75,6,1,63.3,Average
78.4,4.2,58.4,73.0,75.1,7.16,8,1,67.3,Good
56.2,3.8,70.2,67.2,91.9,5.5,8,0,66.6,Good
74.4,2.2,69.2,89.2,74.5,6.03,7,0,68.7,Good
63.3,5.9,83.5,76.8,82.9,4.6,9,0,72.9,Good
65.7,4.9,83.5,74.8,87.5,5.81,6,0,72.0,Good
93.3,2.9,75.9,85.7,89.8,7.23,5,0,75.4,Good
91.3,5.4,62.2,68.4,99.9,7.52,6,0,73.4,Good
84.5,3.0,79.9,97.5,62.0,4.33,7,0,68.0,Good
60.7,2.5,66.5,62.2,58.5,6.91,4,1,57.5,Average
71.6,2.6,50.7,83.9,82.5,7.89,4,0,70.3,Good
93.0,1.0,61.5,95.5,81.3,6.87,7,1,70.3,Good
78.0,4.6,69.4,53.3,82.4,6.21,6,2,54.9,Average
100.0,0.9,82.6,68.8,100.0,6.52,6,0,68.1,Good
81.5,1.8,65.1,91.1,70.2,6.34,6,2,53.3,Average
78.7,0.5,48.7,91.4,76.8,6.21,10,2,53.9,Average
71.7,3.7,68.9,71.4,54.3,7.34,9,0,54.8,Average
77.9,3.6,69.8,63.0,100.0,10.0,4,0,70.1,Good
73.9,3.3,71.0,88.3,64.6,6.06,5,1,67.1,Good
85.9,2.1,82.7,91.8,65.1,6.65,8,0,74.6,Good
89.4,1.9,84.3,56.5,64.5,7.03,8,0,65.3,Good
65.0,4.5,58.5,55.9,59.7,6.14,6,0,57.5,Average
57.4,2.9,58.1,77.4,58.3,8.64,4,1,56.4,Average
50.3,4.3,51.4,83.4,61.6,3.78,5,0,59.3,Average
83.1,2.4,79.2,69.5,48.1,6.36,5,2,53.2,Average
60.6,4.1,91.2,84.2,57.4,8.25,7,0,69.5,Good
45.9,5.9,63.0,63.3,100.0,6.69,10,2,58.4,Average
81.4,4.7,64.1,42.3,81.8,5.95,5,0,60.3,Average
100.0,3.1,91.5,67.6,84.8,7.72,4,0,76.0,Good
75.9,4.2,76.1,74.9,88.8,8.37,6,0,72.6,Good
87.7,3.4,75.0,69.9,99.3,7.39,9,3,59.2,Average
77.1,3.8,48.9,56.6,41.7,5.98,4,0,56.6,Average
74.6,3.3,78.9,46.8,50.3,7.74,9,1,60.6,Average
88.9,3.5,53.1,66.3,57.1,6.54,6,2,56.5,Average
71.9,4.1,49.9,87.5,62.5,8.14,5,1,57.1,Average
79.7,2.2,62.5,92.8,65.2,9.18,3,0,58.9,Average
80.5,2.2,58.6,91.8,62.8,3.45,8,2,55.6,Average
66.6,1.6,64.5,61.8,73.5,7.26,6,2,48.8,Poor
89.9,1.2,44.9,56.7,70.6,4.67,7,1,48.8,Poor
73.6,1.9,83.3,81.4,58.4,10.0,5,0,63.0,Average
65.4,4.1,86.0,83.5,35.2,6.44,6,2,55.6,Average
83.5,2.4,36.8,80.0,54.1,8.14,6,3,51.6,Average
63.4,4.6,83.7,43.8,61.2,7.05,6,0,61.9,Average
76.4,3.9,55.0,61.0,66.0,5.98,5,2,48.8,Poor
75.9,0.7,81.7,73.6,51.9,5.81,3,0,61.2,Average
91.2,4.8,66.9,81.3,62.1,9.32,10,0,75.4,Good
82.6,5.1,68.5,85.5,51.9,8.44,4,0,62.4,Average
75.6,2.2,65.0,76.2,68.0,9.82,7,0,68.1,Good
87.4,4.5,87.4,79.0,52.8,7.18,3,0,79.1,Good
95.5,2.4,48.2,75.3,56.4,7.5,3,1,47.9,Poor
83.8,4.0,77.7,84.3,49.1,6.73,7,0,64.9,Average
76.1,1.8,85.6,78.7,67.5,6.7,7,0,57.4,Average
57.6,0.9,79.5,75.0,56.1,5.64,9,0,58.0,Average
61.1,3.2,99.0,70.0,84.5,7.22,7,2,67.4,Good
71.7,3.6,59.5,75.2,76.5,6.0,6,2,56.5,Average
67.5,3.2,83.3,81.3,68.9,7.72,5,0,73.3,Good
73.4,1.9,66.3,78.0,57.2,7.34,9,2,57.3,Average
76.8,3.2,87.7,79.7,76.1,7.5,8,0,79.2,Good
83.4,4.2,67.9,94.1,81.1,9.45,4,1,74.9,Good
75.0,3.7,61.8,78.0,72.3,7.05,7,3,53.1,Average
82.8,4.1,88.9,64.3,95.7,8.16,7,0,77.7,Good
76.9,2.7,60.1,87.3,77.4,9.97,6,1,61.6,Average
48.3,5.7,45.4,53.5,84.6,8.93,8,1,56.9,Average
62.8,1.9,59.7,57.8,72.1,8.71,8,0,59.3,Average
74.0,4.6,77.9,79.0,80.8,6.67,6,1,68.0,Good
59.1,5.7,90.3,81.7,57.3,7.42,6,2,68.1,Good
84.4,4.6,69.8,55.3,62.7,5.25,9,0,65.3,Good
97.4,3.5,89.1,68.3,75.6,7.8,8,1,69.5,Good
93.1,3.0,46.3,64.9,75.5,7.48,7,2,53.4,Average
73.0,5.5,60.9,66.7,78.1,7.13,3,0,69.4,Good
96.9,1.5,63.4,88.2,87.6,8.54,7,0,67.2,Good
78.1,2.2,66.2,84.6,47.2,5.41,8,1,56.5,Average
71.3,3.2,69.3,73.7,54.4,9.39,1,1,63.1,Average
67.4,5.8,79.1,65.8,73.7,8.36,7,0,73.3,Good
71.8,4.4,60.9,53.8,58.4,7.0,6,3,48.7,Poor
70.6,2.3,70.2,95.3,100.0,6.89,6,1,67.0,Good
78.4,3.3,67.3,82.9,78.3,7.77,5,0,65.4,Good
78.2,2.8,53.2,63.4,68.7,9.23,6,1,55.3,Average
76.0,2.7,66.2,84.8,61.8,7.24,9,0,65.3,Good
82.1,5.4,65.7,72.9,62.3,7.3,6,1,66.4,Good
92.7,1.6,65.4,69.7,70.5,7.13,8,2,61.2,Average
89.3,6.4,68.5,80.5,71.8,9.59,5,2,69.7,Good
55.2,5.1,69.2,62.9,62.7,6.58,8,0,67.9,Good
40.2,5.5,61.1,68.8,65.6,7.06,7,1,62.0,Average
89.1,3.1,88.4,75.8,91.5,9.15,7,0,81.3,Excellent
56.9,3.6,49.3,66.5,92.2,7.31,7,1,62.0,Average
72.9,1.5,56.5,84.0,74.0,8.69,8,0,60.1,Average
59.6,3.0,99.0,100.0,48.5,5.82,1,0,62.1,Average
50.8,4.6,51.4,62.7,78.6,6.81,4,1,56.3,Average
83.6,5.9,46.3,49.0,94.9,9.18,7,0,65.5,Good
86.6,2.0,79.8,44.0,91.9,6.15,2,0,64.2,Average
67.9,3.2,34.8,71.7,81.8,6.89,5,1,56.6,Average
39.7,3.6,64.2,64.1,92.8,7.46,6,1,62.0,Average
68.4,1.6,99.0,77.1,70.9,5.72,5,0,66.3,Good
81.5,4.7,43.3,76.0,80.0,6.52,5,1,59.1,Average
55.3,2.6,36.3,50.0,59.1,7.26,7,1,46.1,Poor
78.6,3.5,44.0,46.8,74.7,7.17,9,2,48.1,Poor
75.8,3.1,82.4,78.4,91.3,8.89,5,0,73.2,Good
84.1,2.5,86.0,76.0,60.6,9.26,5,0,70.2,Good
77.7,3.8,59.8,67.6,56.2,5.9,5,2,52.9,Average
62.4,3.5,78.9,49.1,71.6,7.26,2,1,57.7,Average
92.8,3.2,90.2,81.1,66.4,8.04,7,0,72.7,Good
73.8,2.6,96.6,93.1,80.4,9.22,8,0,74.8,Good
75.6,4.3,64.1,78.2,62.7,8.11,9,0,65.8,Good
62.9,6.4,31.2,61.3,97.5,7.51,5,2,50.0,Average
69.8,4.0,54.9,74.7,49.4,8.03,4,1,57.1,Average
63.6,5.4,61.2,53.5,90.1,8.04,7,0,70.6,Good
73.6,1.6,63.9,89.9,57.8,5.8,8,1,60.3,Average
100.0,4.1,65.0,75.2,41.3,7.37,7,2,58.9,Average
56.8,2.0,85.9,47.5,73.8,9.14,7,0,59.8,Average
53.4,1.4,88.4,69.5,65.9,6.81,9,0,64.7,Average
96.6,2.6,65.3,80.9,52.2,7.28,5,0,68.3,Good
73.1,5.7,85.6,69.0,43.1,6.76,6,1,65.3,Good
66.6,5.3,73.7,69.9,69.9,3.86,10,1,69.7,Good
90.6,4.2,69.0,55.6,85.6,7.13,6,1,66.7,Good
67.5,1.3,82.5,82.5,79.4,7.52,4,0,65.1,Good
100.0,3.5,69.2,64.3,70.9,6.38,5,0,67.9,Good
85.5,4.3,99.0,41.7,77.7,5.48,5,0,66.2,Good
69.2,4.1,45.0,68.4,69.6,5.87,7,2,54.0,Average
100.0,0.8,59.8,88.7,47.1,8.17,5,1,58.8,Average
67.5,2.4,66.0,68.2,47.3,9.86,7,3,50.1,Average
86.4,3.7,75.0,100.0,66.7,9.04,5,0,81.1,Excellent
80.2,4.7,88.3,80.4,67.4,5.22,2,0,70.0,Good
94.2,0.5,67.6,79.1,83.6,8.3,7,1,56.4,Average
97.9,3.5,45.2,72.1,82.1,6.17,7,0,68.8,Good
76.4,4.0,81.5,73.0,79.7,6.28,8,0,72.5,Good
65.5,5.2,80.1,70.0,65.5,6.45,5,1,61.4,Average
82.4,4.9,36.9,69.5,47.9,8.09,5,3,49.1,Poor
66.5,4.7,67.9,82.0,76.6,8.44,7,0,73.1,Good
100.0,2.5,42.6,60.0,78.4,6.96,10,3,49.3,Poor
77.9,0.7,57.4,57.9,31.8,6.99,7,1,46.1,Poor
70.9,3.2,53.6,57.2,56.7,7.75,7,0,63.2,Average
78.6,5.4,80.9,100.0,58.9,7.9,6,0,73.3,Good
57.1,6.0,69.9,82.0,71.9,8.75,3,0,69.5,Good
62.4,4.9,47.4,78.6,57.1,5.3,8,1,46.5,Poor
92.8,4.5,82.1,58.1,69.4,7.13,8,0,68.0,Good
66.8,4.4,45.1,83.4,66.6,5.6,8,1,58.1,Average
61.3,2.9,73.3,72.3,67.5,7.03,6,3,55.1,Average
83.5,3.6,55.0,77.2,58.5,6.78,8,1,55.6,Average
92.6,6.5,62.1,59.4,59.8,7.03,8,1,67.4,Good
86.1,2.3,76.1,76.4,52.7,5.98,10,0,64.9,Average
89.9,6.4,76.3,67.6,76.1,5.02,8,0,79.0,Good
65.4,3.3,89.4,62.5,79.1,4.17,7,0,62.2,Average
56.1,5.9,66.7,85.0,57.7,6.92,4,2,58.8,Average
97.0,1.5,72.9,50.9,94.3,6.5,7,0,66.2,Good
71.5,4.7,61.0,82.5,65.0,6.15,7,1,63.0,Average
72.5,2.6,70.9,84.3,94.5,8.95,8,1,68.5,Good
94.6,1.5,75.0,60.8,59.7,5.9,9,0,63.7,Average
83.8,4.1,66.4,61.7,37.6,9.08,6,1,61.1,Average
82.4,5.4,39.1,70.7,76.4,9.37,10,0,69.0,Good
100.0,2.4,73.3,78.2,74.0,4.37,3,0,67.7,Good
67.0,1.4,73.8,71.7,70.6,7.23,7,1,56.9,Average
89.0,3.7,57.1,80.5,59.7,6.54,5,1,61.7,Average
76.8,3.7,47.4,100.0,69.4,3.02,3,1,58.2,Average
79.8,4.7,91.6,66.4,61.8,5.08,6,0,67.1,Good
97.4,5.3,75.9,48.3,65.2,8.18,4,1,66.3,Good
83.1,3.7,64.3,86.4,83.5,9.93,6,2,61.8,Average
83.5,6.8,49.8,99.2,72.9,8.36,7,1,71.4,Good
91.0,4.2,54.9,79.9,79.8,7.55,9,2,61.7,Average
70.9,3.2,88.8,57.7,66.3,7.07,3,0,68.0,Good
64.3,1.2,70.2,72.1,64.5,9.46,8,0,64.1,Average
61.4,3.4,59.2,57.2,51.5,10.0,7,0,55.5,Average
48.5,3.3,76.2,83.6,64.1,6.28,9,1,59.3,Average
100.0,5.3,55.0,53.7,20.0,4.3,6,1,56.9,Average
60.6,4.5,92.0,69.5,60.6,4.16,4,1,60.6,Average
72.9,1.9,89.6,58.9,68.7,8.95,4,1,59.3,Average
72.1,4.1,60.5,75.9,79.0,7.03,4,3,50.1,Average
80.3,4.9,57.9,68.5,65.7,7.36,7,1,65.8,Good
87.4,6.2,26.1,76.7,75.6,4.59,9,1,64.2,Average
88.0,5.2,44.3,74.3,35.1,6.05,5,0,59.3,Average
67.8,5.0,46.6,59.2,69.1,6.69,8,1,59.8,Average
73.7,3.9,70.2,83.4,43.1,7.39,3,2,44.8,Poor
80.0,4.4,62.8,73.3,50.7,6.54,7,0,69.2,Good
72.5,5.8,46.5,59.2,67.0,5.65,8,3,49.8,Poor
98.5,1.7,63.5,100.0,90.4,6.0,4,3,60.2,Average
82.9,3.2,76.1,81.1,75.9,8.79,6,1,67.2,Good
86.3,2.6,76.4,71.7,70.3,7.44,8,0,74.3,Good
85.3,4.4,37.6,95.2,69.7,7.96,1,0,61.1,Average
92.4,5.8,65.9,100.0,58.6,5.84,9,0,80.7,Excellent
78.5,2.8,45.9,71.8,61.3,2.96,7,0,57.5,Average
57.8,0.5,82.4,79.2,76.8,6.37,8,0,64.5,Average
81.6,3.1,80.5,59.2,47.8,5.89,6,0,61.8,Average
66.9,5.3,53.6,71.8,79.5,7.59,3,2,52.6,Average
68.6,4.7,55.7,71.0,63.8,10.0,8,1,65.4,Good
84.2,4.5,60.6,76.8,83.2,8.07,6,0,72.7,Good
93.3,3.4,32.0,79.0,85.4,10.0,7,1,68.4,Good
76.3,1.8,73.4,82.4,43.2,7.9,9,2,54.5,Average
80.3,4.6,63.6,77.6,60.7,6.22,8,1,62.0,Average
99.8,2.5,83.5,55.8,56.3,7.59,10,0,74.8,Good
79.4,7.3,50.4,59.9,41.0,9.59,7,2,64.8,Average
100.0,4.7,58.1,65.8,53.5,9.66,5,1,65.2,Good
83.9,2.9,43.9,69.8,100.0,6.29,6,2,54.5,Average
51.3,2.8,51.9,89.8,79.8,7.45,7,0,63.9,Average
86.5,3.7,49.1,56.6,100.0,5.1,9,2,57.8,Average
81.3,3.4,83.9,68.6,83.3,8.25,4,0,74.3,Good
94.1,5.6,56.8,88.3,58.1,9.27,7,2,64.8,Average
85.4,4.1,70.0,69.5,63.9,7.16,10,0,75.4,Good
74.1,2.6,61.9,80.9,79.4,6.17,6,2,54.2,Average
58.9,6.8,47.7,71.9,77.0,7.6,8,3,56.4,Average
73.1,3.9,65.3,77.9,60.8,7.68,7,0,64.2,Average
64.1,5.0,77.6,70.6,45.8,7.21,8,2,56.5,Average
67.9,2.8,48.7,84.0,100.0,7.35,5,0,63.8,Average
84.2,4.4,80.9,50.8,67.7,6.86,5,0,70.9,Good
99.4,4.3,54.4,68.6,64.8,8.49,7,1,68.7,Good
81.5,0.8,60.3,78.4,71.8,8.13,3,3,51.2,Average
59.3,7.0,76.5,82.0,66.1,5.72,6,1,66.5,Good
82.2,5.9,57.4,96.4,72.0,5.69,7,1,69.0,Good
92.8,3.2,68.6,68.1,90.6,6.74,10,1,72.2,Good
67.5,2.0,63.0,96.2,68.0,8.13,7,3,56.0,Average
74.1,4.4,70.1,64.1,51.4,7.31,8,1,51.4,Average
76.2,3.9,29.9,93.9,67.4,6.2,9,1,56.7,Average
65.0,4.4,38.7,86.3,62.6,7.47,5,1,55.1,Average
85.1,4.1,77.9,60.3,92.8,6.64,6,0,75.2,Good
74.3,4.6,84.6,78.6,88.7,8.33,10,1,73.8,Good
81.9,6.1,53.4,73.2,71.7,7.57,6,0,72.3,Good
63.6,4.7,64.1,83.4,49.5,6.66,9,0,60.4,Average
69.9,2.1,72.7,70.7,50.4,7.42,8,2,53.9,Average
86.1,6.0,79.1,69.4,70.2,8.94,4,0,78.8,Good
70.8,6.4,35.6,94.5,75.4,6.3,7,1,58.0,Average
100.0,8.5,53.8,72.5,64.0,7.66,7,0,86.0,Excellent
70.4,2.0,62.7,86.4,62.3,7.0,7,0,66.3,Good
79.1,4.2,79.3,70.6,60.5,7.7,5,0,68.9,Good
89.1,0.5,99.0,99.0,69.6,6.18,4,0,69.2,Good
56.1,4.7,64.4,63.8,31.9,7.25,6,2,47.9,Poor
51.3,2.9,45.5,64.8,52.4,8.65,6,1,48.8,Poor
54.6,6.9,74.4,96.9,60.0,5.79,9,0,73.2,Good
93.7,2.6,89.1,67.3,89.3,5.24,10,0,80.4,Excellent
68.3,1.1,69.7,98.0,57.0,5.29,9,1,56.1,Average
100.0,3.0,53.5,87.4,72.9,5.46,8,1,66.9,Good
68.1,0.6,83.3,71.7,73.6,7.93,4,2,50.3,Average
78.6,5.0,78.6,46.8,90.8,5.13,6,1,64.6,Average
97.6,0.5,51.6,73.7,90.2,6.68,7,1,62.0,Average
100.0,3.8,74.1,75.5,69.1,7.97,5,1,71.9,Good
100.0,0.5,84.0,91.5,62.4,7.68,8,0,68.9,Good
92.9,3.3,86.9,97.8,59.4,6.56,8,0,74.0,Good
90.3,6.4,66.9,63.7,66.1,7.37,8,0,78.5,Good
84.3,4.4,62.3,86.0,63.1,7.25,9,0,74.5,Good
86.9,2.4,87.6,85.5,78.9,6.79,5,0,73.9,Good
68.3,3.8,48.6,90.1,76.7,6.8,8,0,57.2,Average
64.5,3.8,75.0,81.5,79.5,10.0,5,0,79.5,Good
76.0,4.6,46.1,44.9,90.1,8.23,5,2,55.2,Average
73.6,1.6,85.0,71.7,99.8,10.0,8,2,64.5,Average
69.7,4.7,63.9,56.7,72.0,6.4,9,1,59.2,Average
85.7,0.5,88.3,71.0,87.6,6.98,7,1,67.2,Good
89.4,2.8,75.9,88.7,64.4,5.24,7,0,70.9,Good
77.2,3.0,48.4,78.6,89.0,5.97,7,2,59.9,Average
96.7,4.8,90.8,91.2,87.0,9.76,7,0,82.4,Excellent
60.0,3.8,92.8,79.1,86.1,6.37,4,0,70.0,Good
73.3,1.6,82.1,54.5,71.5,9.79,4,0,71.3,Good
66.0,2.2,55.8,36.2,59.3,5.36,6,0,51.6,Average
49.9,4.1,63.1,76.2,47.7,5.63,7,0,56.6,Average
74.8,3.7,70.3,70.8,69.4,6.62,7,0,63.2,Average
74.3,2.9,56.7,59.3,94.5,7.01,8,0,66.8,Good
97.2,3.0,95.1,48.5,65.0,8.39,6,0,75.9,Good
84.8,4.9,70.3,63.0,82.6,7.73,8,0,76.1,Good
61.7,3.0,25.0,71.1,83.5,6.52,6,4,37.5,Poor
100.0,3.7,73.4,84.0,65.5,6.91,10,0,76.1,Good
93.1,7.3,62.4,76.8,91.1,6.65,7,0,85.4,Excellent
84.1,1.5,66.8,98.1,23.5,5.82,10,1,60.2,Average
72.8,0.8,62.1,58.5,50.4,5.86,7,2,42.7,Poor
62.6,5.1,80.9,87.2,55.3,8.54,6,0,61.3,Average
70.8,2.7,85.9,74.7,56.9,4.54,5,1,60.4,Average
91.2,3.3,72.5,84.4,75.4,9.36,4,0,76.2,Good
100.0,2.6,62.6,67.5,74.6,6.62,5,0,63.5,Average
97.6,3.4,67.3,90.1,76.3,6.02,5,0,72.3,Good
69.2,6.4,68.3,78.4,79.5,8.14,7,1,69.0,Good
60.3,5.1,55.2,63.8,54.8,9.18,5,1,57.2,Average
78.0,5.2,77.3,73.8,50.5,8.66,7,1,64.6,Average
51.2,1.5,75.4,70.4,76.3,7.8,9,0,66.1,Good
80.5,2.0,92.6,81.3,59.9,8.62,6,0,71.0,Good
73.9,0.5,88.1,56.3,44.9,4.7,10,0,54.9,Average
69.5,2.5,57.0,73.6,85.5,6.37,4,1,61.0,Average
53.7,5.3,81.1,79.9,92.3,5.82,6,1,63.1,Average
83.2,4.6,52.8,74.5,94.9,8.81,5,1,72.1,Good
68.5,3.4,79.1,94.2,73.0,6.56,8,0,74.3,Good
59.6,3.8,59.7,85.6,80.0,8.28,2,2,61.3,Average
35.8,2.7,51.6,73.9,91.9,7.85,4,2,48.0,Poor
75.6,4.1,72.5,77.3,59.7,5.89,6,0,64.5,Average
100.0,5.0,25.2,78.4,87.8,6.28,10,3,57.3,Average
99.3,1.2,40.0,80.0,74.4,8.91,7,1,59.7,Average
69.6,4.3,65.2,46.6,84.6,6.01,4,1,56.5,Average
67.6,5.3,69.3,69.5,73.0,7.27,4,0,65.6,Good
82.6,3.1,62.1,51.7,90.7,6.0,10,1,61.3,Average
62.0,4.9,42.7,93.2,73.6,6.66,5,0,59.1,Average
80.2,8.3,54.9,73.1,46.3,7.04,5,1,67.4,Good
86.7,3.6,74.3,71.1,93.2,6.0,9,0,73.5,Good
93.2,4.4,77.3,87.5,54.8,5.76,9,1,68.1,Good
74.6,2.6,67.7,80.3,90.0,7.5,9,0,66.1,Good
73.1,4.1,86.5,57.1,68.6,5.92,5,1,59.0,Average
63.7,4.5,74.4,72.9,88.8,5.97,3,0,74.7,Good
64.4,4.1,56.0,69.0,88.2,5.79,7,1,57.9,Average
72.8,2.2,63.5,47.8,76.9,6.99,7,1,58.2,Average
81.1,4.1,45.6,63.6,78.1,8.42,7,1,61.5,Average
88.8,6.1,66.3,71.2,76.8,9.21,9,0,67.3,Good
64.8,4.5,85.8,72.3,37.8,6.08,3,0,68.8,Good
96.9,5.3,79.0,51.8,71.9,10.0,8,0,79.1,Good
72.2,3.4,90.4,91.3,52.1,5.69,4,0,65.3,Good
75.7,5.0,63.2,72.5,72.7,8.62,8,0,70.2,Good
65.5,4.2,89.5,74.6,51.7,6.09,6,1,58.7,Average
42.1,2.3,64.9,80.0,51.0,5.88,5,1,55.5,Average
88.4,4.3,91.5,62.2,95.7,6.06,5,0,73.6,Good
86.3,2.2,67.7,80.8,87.1,7.03,4,0,66.9,Good
72.1,2.8,79.3,68.5,69.9,7.91,7,0,64.5,Average
76.9,4.1,91.6,60.6,73.0,8.04,5,0,72.1,Good
83.2,4.3,64.9,82.6,66.0,5.78,8,1,69.8,Good
54.1,1.9,71.5,96.4,79.1,5.71,8,1,66.3,Good
68.6,5.5,88.6,84.9,59.2,5.82,10,1,68.2,Good
87.1,4.7,65.9,87.8,85.9,6.94,7,0,76.5,Good
58.4,2.7,46.9,66.2,66.0,6.81,8,3,43.8,Poor
80.1,1.3,99.0,50.0,63.3,5.77,9,0,62.2,Average
57.0,3.6,60.5,96.4,70.3,7.48,5,0,72.7,Good
82.5,3.1,70.5,100.0,60.5,10.0,4,1,71.9,Good
75.5,4.0,86.5,97.1,75.3,6.39,7,1,71.9,Good
53.4,3.2,58.3,69.0,61.4,6.49,4,1,57.3,Average
92.3,0.6,51.9,56.7,77.5,7.88,10,1,61.9,Average
65.7,3.2,72.1,58.0,89.5,6.32,9,2,58.4,Average
64.7,3.3,39.3,48.7,58.5,8.04,10,2,47.5,Poor
78.8,4.8,63.4,72.4,67.9,6.09,7,0,72.7,Good
92.1,2.7,71.9,98.1,77.4,9.66,8,1,69.1,Good
61.8,6.5,63.7,71.9,63.0,7.58,6,2,65.1,Good
76.9,0.7,43.3,78.5,77.4,6.23,8,2,49.0,Poor
82.0,5.9,93.5,94.6,78.9,6.28,4,0,85.9,Excellent
85.7,3.4,69.7,67.9,87.3,6.38,1,2,59.8,Average
78.5,5.2,90.9,100.0,60.3,9.02,5,0,79.5,Good
